"dma1_id","chan1_id","chan2_id","sales1_id","a","b","npv","sp","npv_p","bdgt_id","dma1_name","chan1_name","sales1_name","chan2_name","dim","cpp"
1,6,1,8,4319612.03862898,5.03437988280969e-08,3819934.726,178465.2813,3815329.51461434,"1_6_1","National","Retail Total","Consumer Checking - Total Balances","Online Display","National_Retail Total_Consumer Checking - Total Balances_Online Display",0.004165412
1,6,1,7,955.140832232249,1.70773327749803e-07,954.5062896,178465.2813,956.999591971665,"1_6_1","National","Retail Total","Consumer Savings - New Savings Accounts","Online Display","National_Retail Total_Consumer Savings - New Savings Accounts_Online Display",0.004165412
1,6,1,9,8965648.06554429,5.10013543040336e-08,7957344.424,178465.2813,7974617.57837934,"1_6_1","National","Retail Total","Consumer Savings - Total Balances","Online Display","National_Retail Total_Consumer Savings - Total Balances_Online Display",0.004165412
1,6,10,7,22.1169221228534,0.00528519164940734,3.180436493,29.375,3.05109558875965,"1_6_10","National","Retail Total","Consumer Savings - New Savings Accounts","Trade Magazine","National_Retail Total_Consumer Savings - New Savings Accounts_Trade Magazine",1
1,6,2,6,259.507447918378,1.11648634123139e-07,237.4003724,185947.9569,238.313401032178,"1_6_2","National","Retail Total","Consumer Checking - New Checking Accounts","Online Video","National_Retail Total_Consumer Checking - New Checking Accounts_Online Video",0.008429469
1,6,2,9,12133211.509437,6.62248790842148e-08,9317897.606,185947.9569,9302969.98534599,"1_6_2","National","Retail Total","Consumer Savings - Total Balances","Online Video","National_Retail Total_Consumer Savings - Total Balances_Online Video",0.008429469
1,6,2,7,845.33665206427,6.68640486041248e-08,651.9362506,185947.9569,652.559869696633,"1_6_2","National","Retail Total","Consumer Savings - New Savings Accounts","Online Video","National_Retail Total_Consumer Savings - New Savings Accounts_Online Video",0.008429469
1,6,2,8,7341954.77730468,3.03533719230705e-08,3583410.164,185947.9569,3523901.65845458,"1_6_2","National","Retail Total","Consumer Checking - Total Balances","Online Video","National_Retail Total_Consumer Checking - Total Balances_Online Video",0.008429469
1,6,3,8,10722717.917666,4.19759810254713e-06,10675622.14,1293105.356,10733634.2016566,"1_6_3","National","Retail Total","Consumer Checking - Total Balances","Television","National_Retail Total_Consumer Checking - Total Balances_Television",1
1,6,3,6,2093.50980489104,4.02042822212421e-06,2081.947387,1293105.356,2092.26588409237,"1_6_3","National","Retail Total","Consumer Checking - New Checking Accounts","Television","National_Retail Total_Consumer Checking - New Checking Accounts_Television",1
1,6,5,6,130.771869093493,2.18742940499765e-06,116.0737065,32026.04396,116.212424034108,"1_6_5","National","Retail Total","Consumer Checking - New Checking Accounts","Newspaper","National_Retail Total_Consumer Checking - New Checking Accounts_Newspaper",0.032050917
1,6,5,9,357764.531290543,1.43421006540172e-06,272413.0345,32026.04396,272589.18556075,"1_6_5","National","Retail Total","Consumer Savings - Total Balances","Newspaper","National_Retail Total_Consumer Savings - Total Balances_Newspaper",0.032050917
1,6,5,7,118.26686047439,9.9119504129061e-07,74.34036086,32026.04396,73.8253912720269,"1_6_5","National","Retail Total","Consumer Savings - New Savings Accounts","Newspaper","National_Retail Total_Consumer Savings - New Savings Accounts_Newspaper",0.032050917
1,6,6,6,1427.473356802,1.86299229057618e-05,1423.744194,195081.0631,1427.47159009914,"1_6_6","National","Retail Total","Consumer Checking - New Checking Accounts","Paid Search","National_Retail Total_Consumer Checking - New Checking Accounts_Paid Search",0.611073376
1,6,6,9,12048945.0897059,7.27862387613102e-06,10869168.11,195081.0631,10995919.6910951,"1_6_6","National","Retail Total","Consumer Savings - Total Balances","Paid Search","National_Retail Total_Consumer Savings - Total Balances_Paid Search",0.611073376
1,6,6,8,4124851.0092007,3.27415081927619e-06,2674538.17,195081.0631,2633707.36315718,"1_6_6","National","Retail Total","Consumer Checking - Total Balances","Paid Search","National_Retail Total_Consumer Checking - Total Balances_Paid Search",0.611073376
1,6,6,7,255.075282726811,1.19013060158855e-05,249.3656947,195081.0631,250.73174620258,"1_6_6","National","Retail Total","Consumer Savings - New Savings Accounts","Paid Search","National_Retail Total_Consumer Savings - New Savings Accounts_Paid Search",0.611073376
1,6,8,6,200.468517265847,5.31447483566706e-06,140.4890048,27241.04104,139.437418631378,"1_6_8","National","Retail Total","Consumer Checking - New Checking Accounts","Magazine","National_Retail Total_Consumer Checking - New Checking Accounts_Magazine",0.119977895
1,6,8,8,760894.625638542,3.5005290063772e-06,417219.0841,27241.04104,409785.463054423,"1_6_8","National","Retail Total","Consumer Checking - Total Balances","Magazine","National_Retail Total_Consumer Checking - Total Balances_Magazine",0.119977895
1,6,8,9,4661293.42746334,4.58988209984286e-06,3017251.263,27241.04104,2980259.45676689,"1_6_8","National","Retail Total","Consumer Savings - Total Balances","Magazine","National_Retail Total_Consumer Savings - Total Balances_Magazine",0.119977895
1,6,9,7,1.77866865817946,1.49980089348955e-05,0.653472729,4107.916667,0.632162938392514,"1_6_9","National","Retail Total","Consumer Savings - New Savings Accounts","Outdoor","National_Retail Total_Consumer Savings - New Savings Accounts_Outdoor",0.134547936
1,6,9,6,3.78375485333649,2.47528140917415e-05,2.006655409,4107.916667,1.96076932274979,"1_6_9","National","Retail Total","Consumer Checking - New Checking Accounts","Outdoor","National_Retail Total_Consumer Checking - New Checking Accounts_Outdoor",0.134547936
1,6,9,9,26937.5574852916,6.8897445157185e-06,5110.093563,4107.916667,4904.56229934817,"1_6_9","National","Retail Total","Consumer Savings - Total Balances","Outdoor","National_Retail Total_Consumer Savings - Total Balances_Outdoor",0.134547936
1,7,3,6,4393.17224148748,2.49992265580754e-07,1699,1955902.756,1633.82790873636,"1_7_3","National","Card Total","Consumer Checking - New Checking Accounts","Television","National_Card Total_Consumer Checking - New Checking Accounts_Television",1
1,7,3,7,2054.16037429822,1.06302443824928e-06,1797.321218,1955902.756,1810.62663492512,"1_7_3","National","Card Total","Consumer Savings - New Savings Accounts","Television","National_Card Total_Consumer Savings - New Savings Accounts_Television",1
1,7,5,6,825.898682873455,9.21325135522144e-08,296.4125504,39722.6275,293.452229583309,"1_7_5","National","Card Total","Consumer Checking - New Checking Accounts","Newspaper","National_Card Total_Consumer Checking - New Checking Accounts_Newspaper",0.008232192
1,7,8,6,891.118277576181,2.86793327721978e-07,532.323017,234965.5279,530.407008248997,"1_7_8","National","Card Total","Consumer Checking - New Checking Accounts","Magazine","National_Card Total_Consumer Checking - New Checking Accounts_Magazine",0.074073514
1,8,1,5,335.108582229254,9.22861981172126e-08,265.248626,90933.07125,267.64500082601,"1_8_1","National","Business","Business Checking - New Checking Accounts","Online Display","National_Business_Business Checking - New Checking Accounts_Online Display",0.005352086
1,8,2,5,409.275933933485,2.46746879784232e-07,188.8753485,49997.51375,187.120602397327,"1_8_2","National","Business","Business Checking - New Checking Accounts","Online Video","National_Business_Business Checking - New Checking Accounts_Online Video",0.019931938
1,8,4,5,1173.49996220653,0.00031896376813584,177.5345941,137755.799,174.991164633887,"1_8_4","National","Business","Business Checking - New Checking Accounts","Radio","National_Business_Business Checking - New Checking Accounts_Radio",267.8666828
1,8,5,5,220.278692271686,1.03952045211951e-06,55.20660125,12140.04104,54.151869892246,"1_8_5","National","Business","Business Checking - New Checking Accounts","Newspaper","National_Business_Business Checking - New Checking Accounts_Newspaper",0.043741177
1,9,5,7,207.762349971279,4.84479108933159e-06,36.15227935,8141.112292,34.8004145831102,"1_9_5","National","Corporate Total","Consumer Savings - New Savings Accounts","Newspaper","National_Corporate Total_Consumer Savings - New Savings Accounts_Newspaper",0.206318915
