week_id,sales1_name,factor
3,Consumer Savings - New Savings Accounts,10336.50324
4,Consumer Savings - New Savings Accounts,10336.50324
5,Consumer Savings - New Savings Accounts,10336.50324
6,Consumer Savings - New Savings Accounts,10333.20094
7,Consumer Savings - New Savings Accounts,9722.571742
8,Consumer Savings - New Savings Accounts,9718.201352
9,Consumer Savings - New Savings Accounts,15655.35712
10,Consumer Savings - New Savings Accounts,15654.18406
11,Consumer Savings - New Savings Accounts,20633.23127
12,Consumer Savings - New Savings Accounts,20628.05758
13,Consumer Savings - New Savings Accounts,24904.45593
14,Consumer Savings - New Savings Accounts,24909.26034
15,Consumer Savings - New Savings Accounts,16696.67243
16,Consumer Savings - New Savings Accounts,16694.01139
17,Consumer Savings - New Savings Accounts,14138.57627
18,Consumer Savings - New Savings Accounts,14137.24886
19,Consumer Savings - New Savings Accounts,8895.330637
20,Consumer Savings - New Savings Accounts,8896.920227
21,Consumer Savings - New Savings Accounts,9285.375858
22,Consumer Savings - New Savings Accounts,9285.825568
23,Consumer Savings - New Savings Accounts,5270.743497
24,Consumer Savings - New Savings Accounts,5271.384712
25,Consumer Savings - New Savings Accounts,3936.696002
26,Consumer Savings - New Savings Accounts,3936.600316
27,Consumer Savings - New Savings Accounts,7528.099839
28,Consumer Savings - New Savings Accounts,7529.006873
29,Consumer Savings - New Savings Accounts,7547.502556
30,Consumer Savings - New Savings Accounts,7546.783754
31,Consumer Savings - New Savings Accounts,8486.859799
32,Consumer Savings - New Savings Accounts,8484.883531
33,Consumer Savings - New Savings Accounts,6449.843272
34,Consumer Savings - New Savings Accounts,6448.886497
35,Consumer Savings - New Savings Accounts,8355.939056
36,Consumer Savings - New Savings Accounts,8356.880242
37,Consumer Savings - New Savings Accounts,10024.10035
38,Consumer Savings - New Savings Accounts,10028.28882
39,Consumer Savings - New Savings Accounts,8474.812845
40,Consumer Savings - New Savings Accounts,8471.747009
41,Consumer Savings - New Savings Accounts,0
42,Consumer Savings - New Savings Accounts,0
43,Consumer Savings - New Savings Accounts,4138.780214
44,Consumer Savings - New Savings Accounts,4138.69799
45,Consumer Savings - New Savings Accounts,770.271938
46,Consumer Savings - New Savings Accounts,770.330784
47,Consumer Savings - New Savings Accounts,0
48,Consumer Savings - New Savings Accounts,0
49,Consumer Savings - New Savings Accounts,0
50,Consumer Savings - New Savings Accounts,0
51,Consumer Savings - New Savings Accounts,0
52,Consumer Savings - New Savings Accounts,0
1,Consumer Checking - New Checking Accounts,5419.887581
2,Consumer Checking - New Checking Accounts,5419.887581
3,Consumer Checking - New Checking Accounts,5419.887581
4,Consumer Checking - New Checking Accounts,5419.887581
5,Consumer Checking - New Checking Accounts,5419.887581
6,Consumer Checking - New Checking Accounts,5419.481608
7,Consumer Checking - New Checking Accounts,0
8,Consumer Checking - New Checking Accounts,0
9,Consumer Checking - New Checking Accounts,5547.46351
10,Consumer Checking - New Checking Accounts,5548.085201
11,Consumer Checking - New Checking Accounts,9346.808773
12,Consumer Checking - New Checking Accounts,9348.308543
13,Consumer Checking - New Checking Accounts,14318.11392
14,Consumer Checking - New Checking Accounts,14318.04611
15,Consumer Checking - New Checking Accounts,0
16,Consumer Checking - New Checking Accounts,0
17,Consumer Checking - New Checking Accounts,5720.482556
18,Consumer Checking - New Checking Accounts,5720.300633
19,Consumer Checking - New Checking Accounts,4951.59994
20,Consumer Checking - New Checking Accounts,4951.419696
21,Consumer Checking - New Checking Accounts,4194.550818
22,Consumer Checking - New Checking Accounts,4195.566179
23,Consumer Checking - New Checking Accounts,3568.993331
24,Consumer Checking - New Checking Accounts,3569.39312
25,Consumer Checking - New Checking Accounts,5419.151504
26,Consumer Checking - New Checking Accounts,5419.114178
27,Consumer Checking - New Checking Accounts,10501.83553
28,Consumer Checking - New Checking Accounts,10502.09101
29,Consumer Checking - New Checking Accounts,12109.63887
30,Consumer Checking - New Checking Accounts,12108.9838
31,Consumer Checking - New Checking Accounts,13679.33353
32,Consumer Checking - New Checking Accounts,13676.98311
33,Consumer Checking - New Checking Accounts,13189.66492
34,Consumer Checking - New Checking Accounts,13190.97234
35,Consumer Checking - New Checking Accounts,18627.5383
36,Consumer Checking - New Checking Accounts,18626.56213
37,Consumer Checking - New Checking Accounts,22648.22165
38,Consumer Checking - New Checking Accounts,22647.84168
39,Consumer Checking - New Checking Accounts,16393.91238
40,Consumer Checking - New Checking Accounts,16392.27507
41,Consumer Checking - New Checking Accounts,8103.737567
42,Consumer Checking - New Checking Accounts,8103.903928
43,Consumer Checking - New Checking Accounts,4541.881266
44,Consumer Checking - New Checking Accounts,4541.874046
45,Consumer Checking - New Checking Accounts,0
46,Consumer Checking - New Checking Accounts,0
47,Consumer Checking - New Checking Accounts,0
48,Consumer Checking - New Checking Accounts,0
49,Consumer Checking - New Checking Accounts,0
50,Consumer Checking - New Checking Accounts,0
51,Consumer Checking - New Checking Accounts,-9446.11752
52,Consumer Checking - New Checking Accounts,-9443.721459
1,Business Checking - New Checking Accounts,2540.255863
2,Business Checking - New Checking Accounts,2540.255863
3,Business Checking - New Checking Accounts,2540.255863
4,Business Checking - New Checking Accounts,2540.255863
5,Business Checking - New Checking Accounts,2540.255863
6,Business Checking - New Checking Accounts,2547.677533
7,Business Checking - New Checking Accounts,2021.792626
8,Business Checking - New Checking Accounts,2017.289667
9,Business Checking - New Checking Accounts,1921.337073
10,Business Checking - New Checking Accounts,1923.209425
11,Business Checking - New Checking Accounts,620.8913995
12,Business Checking - New Checking Accounts,621.2310586
13,Business Checking - New Checking Accounts,2415.117755
14,Business Checking - New Checking Accounts,2420.102902
15,Business Checking - New Checking Accounts,1772.634089
16,Business Checking - New Checking Accounts,1775.650645
17,Business Checking - New Checking Accounts,1607.638983
18,Business Checking - New Checking Accounts,1608.84874
19,Business Checking - New Checking Accounts,1291.093384
20,Business Checking - New Checking Accounts,1292.270965
21,Business Checking - New Checking Accounts,1422.20192
22,Business Checking - New Checking Accounts,1424.130439
23,Business Checking - New Checking Accounts,846.4883112
24,Business Checking - New Checking Accounts,845.5943928
25,Business Checking - New Checking Accounts,560.3804868
26,Business Checking - New Checking Accounts,560.038843
27,Business Checking - New Checking Accounts,483.5152485
28,Business Checking - New Checking Accounts,482.5892675
29,Business Checking - New Checking Accounts,548.5994422
30,Business Checking - New Checking Accounts,548.37478
31,Business Checking - New Checking Accounts,254.4574055
32,Business Checking - New Checking Accounts,255.7471946
33,Business Checking - New Checking Accounts,0
34,Business Checking - New Checking Accounts,0
35,Business Checking - New Checking Accounts,0
36,Business Checking - New Checking Accounts,0
37,Business Checking - New Checking Accounts,0
38,Business Checking - New Checking Accounts,0
39,Business Checking - New Checking Accounts,0
40,Business Checking - New Checking Accounts,0
41,Business Checking - New Checking Accounts,322.7572803
42,Business Checking - New Checking Accounts,321.948398
43,Business Checking - New Checking Accounts,458.3998238
44,Business Checking - New Checking Accounts,458.1943248
45,Business Checking - New Checking Accounts,-348.6028577
46,Business Checking - New Checking Accounts,-347.9359817
47,Business Checking - New Checking Accounts,0
48,Business Checking - New Checking Accounts,0
49,Business Checking - New Checking Accounts,0
50,Business Checking - New Checking Accounts,0
51,Business Checking - New Checking Accounts,0
52,Business Checking - New Checking Accounts,0
